"title","url","stars","name","reviewUrl","text"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,"Rencana mau kontrol kehamilan di usia 34 minggu sekalian masukin data diri buat lahiran bpjs, malah dar der dor jumat kontrol disaranin opname  2 hari untuk suntik pematangan paru, minggu yang harusnya pulang malah disaranin lahiran karena ketuban sudah sangat berkurang dan jantung adek melemah, tapi alhamdulillah pelayanan dari dokter dan perawat yang sat set terkoordinasi dengan sangat baik serta pelayanan rumah sakitnya juara…ibunya 3 hari dan adek baru boleh pulang 12 hari kemudian karena lahirnya prematur dan kecil…dan alhamdulillah pulang dengan sehat 🙏🏼🙏🏼"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,"Penanganan, perawatan dan pelayanan selalu prima👍"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,"Trimkasih banyak.  Tht  mantul👍👍👍"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,"Kurang puas dengan pelayanan rumah sakit ini🙏"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","2",,,"Pelayanan yg dirawat inap gak ramah
."
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,"PERAWAT TIDAK JELAS! DOKTERNYA SUPER RUDE!!! APAKAH SOPAN SEORANG DOKTER MEREMEHKAN KELUARGA PASIEN??? APALAGI SESAMA CEWE!

Semoga anak anda tidak pernah di remehkan orang lain, JANGAN SOK MEREMEHKAN JIKA TIDAK TAU LATAR BELAKANG KELUARGA SESEORANG!"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,"Pelayanan luar biasa dari seluruh staff, perawat dan dokter RSUP. Walaupun pakai KIS dilayani dengan baik dan diberi penjelasan dengan detail"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","1",,,"pelayanan betul betul tidak memuaskan sekarang gini, RS dengan pelayanan yang mengandalkan anak PKL untuk mgurus pernah waktu bapak habis tranfusi darah harusnya di kasi NaCl tapi sm PKLnya dikasi obat infus UNTUNG BGT ada perawat yang ngedata jadi belum sempet di pasang obat infusnya, yang kedua bapak venanya kecil jd kl nyari harus make jarum buat bayi itupun susah juga NAH PARAHNYA bapak di pegang 2 perawat kanan kiri dengan santainya mereka nyari vena di masukin jarum sana sini kanan kiri barengan GIMANA RASANYA BAPAK NAHAN SAKIT ITU???!! 1 jarum aja sakit apalagi ini

ketiga, bapak kan tranfusi darah dengan Gol darah yang kentel jadi setiap tranfusi darah yang netes kadang gumpel jd terhambat ya kita minta tolong dong ya sama perawatnya karena kalo di biarin lama darah yang di kantong ga baik Ibh dr 3 jam jd nya ya harus manggil, ada kali kita manggil 15x karena darah bapak kentel trs pas terakhir ibukku mau nanya sampe diginiin perawat ""apalagi ibuuk"" (dgn nada sinis knceng)

dan masih banyak lagi intinya disini aku ngerasa bapak gaada perkembangan malah drop alhasil kita pindah RS dan alhamdulillah sekarang bapak dah ditangani dengan baik"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,"Baru banget td pagi melakukan USG gratis dengan dr  Robert, dokternya informatif, perawat ramah"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,"ruang anak sembadra, ruangan aman, bersih, perawatnya gesit, perawatnya ramah, perawatnya baik, trimakasi perawat ruang sembadra."
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","4",,,"Rumah sakit yang dekat dan terjangkau bagi masyarakat solo dan sekitar, yang dulu rumah sakit ini bernama balai besar paru jawa Tengah cmiiw"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,"Pelayanan Sangat Baik Mulai Dari Pendaftaran, Perawat, Dan Dokter
Saya yang Perantau, Bukan Asli Solo..
Tetap dilayani Sangat Baik dan Memuaskan
Thankyouu Dr Obgyn Lisa 🙏🏻"
"Rumah Sakit Umum Pusat Surakarta","https://www.google.com/maps/search/?api=1&query=Rumah%20Sakit%20Umum%20Pusat%20Surakarta&query_place_id=ChIJ26OgzT4Uei4RUOIQiWWMDeQ","5",,,"Selamat malam kak mau tanya untuk konsul THT jadwalnya hari apa ya? Saya kan pengguna bpjs apa bisa di layani!! Terima kasih"
